x,y
50.0,50.0
58.43476438243535,50.0
58.200484492381264,53.17688461720947
58.98579459542979,58.19163413671809
54.67768449717644,59.394056841077024
51.26345429563933,63.6348432948482
47.82865418520947,57.631488950374354
42.82531923985606,59.50081276647317
39.42892134331901,56.54533479427894
-35.51602335134649,65.98571523620896
-20.80849167025093,36.76359891647978
-13.109097956441481,10.924500885366925
0.8759124323852348,-15.05080489384396
25.814535641880898,-35.003090134891494
56.562966407548245,-20.825687027319773
86.14122363344856,-22.581361424360594
107.12164636403259,-2.0732611158432164
118.17793630903292,23.587726762427053
