x,y
50.0,50.0
63.25817022779949,50.0
58.21992961908552,52.82190540258908
58.03913791493782,56.25711219691047
52.75572377073162,54.21794923330071
53.56653744064787,64.08393784787617
49.35559157684639,57.776853134455166
47.11333627579393,56.58093042492196
42.16380701779348,58.5123747451439
37.6207445999363,56.69931800388332
-28.682556725226306,63.129796497239084
-31.797056722839258,36.350485373848144
-22.47449107715576,10.77876679941734
-9.491510337434676,-14.625007487277259
20.140768469168087,-18.07219129761465
42.97748024630277,-34.74920996694577
71.70141538153231,-35.69695132344536
93.17987220555275,-16.0917145607377
106.26340742306385,6.208432228479907
127.46421606956135,23.406501032992722
